Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
Dr. Pavankumar Rasalkar,"MBBS, DNB - General Medicine, DNB - Gastroenterology",Cardiologist,13 years experience overall,"Rajajinagar,",Bangalore,99%,176 Patient Stories,₹700
Dr. Rangaraja,"MBBS, MD - General Medicine, DM - Gastroenterology",Cardiologist,35 years experience overall,"Cunningham Road,",Bangalore,86%,9 Patient Stories,₹700
Dr. Anand Kumar M,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",Cardiologist,17 years experience overall,"Nagasandra,",Bangalore,100%,18 Patient Stories,₹600
Dr. Rahul Patil,"MBBS, DNB - Gastroenterology",Cardiologist,13 years experience overall,"Bannerghatta Road,",Bangalore,,,₹850
Dr. Kapil Rangan,"MBBS, MD - General Medicine, DNB - Gastroenterology",Cardiologist,19 years experience overall,"Kundalahalli,",Bangalore,82%,13 Patient Stories,₹850
Dr. Charit Bhograj,"MBBS, MD - General Medicine, DM - Gastroenterology",Cardiologist,20 years experience overall,"Millers Road,",Bangalore,92%,10 Patient Stories,₹1000
Dr. Divakar Bhat,"MCh - Surgical Gastroenterology/G.I. Surgery, MS - General Surgery, MBBS",Cardiologist,32 years experience overall,"JP Nagar,",Bangalore,100%,5 Patient Stories,₹950
Dr. Prasanna Katti,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",Cardiologist,19 years experience overall,"Seshadripuram,",Bangalore,60%,2 Patient Stories,₹740
Dr. Dibyendu Majumdar,"MCh - Neuro Surgery, MBBS",Cardiologist,22 years experience overall,"Sarjapur Road,",Bangalore,65%,13 Patient Stories,₹750
Dr. Girish Godbole,"MBBS, MS - General Surgery, MCh - Neuro Surgery",Cardiologist,28 years experience overall,"Millers Road,",Bangalore,94%,9 Patient Stories,₹1000
Dr. Prashant Y Kanni,"MBBS, DNB - Neurosurgery",Gastroenterologist,13 years experience overall,"Marathahalli,",Bangalore,96%,102 Patient Stories,₹600
Dr. Balaji Gurappa,"MBBS, MS - General Surgery, MCh - Neuro Surgery",Gastroenterologist,17 years experience overall,"Bannerghatta Road,",Bangalore,96%,48 Patient Stories,₹900
Dr. Anupama N Krishnamurthy,"MS - General Surgery, MCh - Neuro Surgery",Gastroenterologist,15 years experience overall,"Richmond Town,",Bangalore,86%,35 Patient Stories,₹550
Dr. Deepak Ganga P,"MBBS, MS - General Surgery, MCh - Neuro Surgery",Gastroenterologist,15 years experience overall,"Hebbal,",Bangalore,100%,1 Patient Story,₹1090
Dr. Nikhil S,"MCh - Neuro Surgery, MS - General Surgery, MBBS",Gastroenterologist,14 years experience overall,"Whitefield,",Bangalore,,,₹900
Dr. Dheeraj Karanth,"MCh - Neuro Surgery, MBBS",Gastroenterologist,15 years experience overall,"Malleswaram,",Bangalore,97%,40 Patient Stories,₹650
Dr. Sharath Kote G S,"MBBS, MS - General Surgery, MCh - Neuro Surgery",Gastroenterologist,15 years experience overall,"Yelahanka,",Bangalore,97%,53 Patient Stories,₹600
Dr. Gurubasava,"MBBS, MCh - Neuro Surgery",Gastroenterologist,10 years experience overall,"Nagasandra,",Bangalore,100%,24 Patient Stories,₹600
Dr. Raghavendra Babu,"MDS - Paedodontics And Preventive Dentistry, BDS",Gastroenterologist,11 years experience overall,"Yelahanka,",Bangalore,100%,1 Patient Story,₹900
Dr. Poornima S,"BDS, MDS - Orthodontics",Gastroenterologist,7 years experience overall,"Yelahanka,",Bangalore,,,₹900
Dr. H V Satish Babu,BDS,Neurosurgeon,31 years experience overall,"Kalyan Nagar,",Bangalore,100%,4 Patient Stories,₹850
Dr. Naveen M A,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",Neurosurgeon,11 years experience overall,"Kengeri,",Bangalore,67%,1 Patient Story,₹700
Dr. Sharan Srinivasan,BDS,Neurosurgeon,21 years experience overall,"Malleswaram,",Bangalore,88%,2 Patient Stories,₹750
Dr. Prathap Kumar Pani,MDS - Paedodontics And Preventive Dentistry,Neurosurgeon,40 years experience overall,"HSR Layout,",Bangalore,65%,15 Patient Stories,₹1000
Dr. Kishor Rao,BDS,Neurosurgeon,12 years experience overall,"HBR Layout,",Bangalore,89%,6 Patient Stories,₹800
Dr. Santhosh Kumar S A,"BDS, MDS - Orthodontics",Neurosurgeon,13 years experience overall,"Kengeri,",Bangalore,,,₹700
Dr. S R Patil,"BDS, MDS - Periodontics",Neurosurgeon,15 years experience overall,"Hennur,",Bangalore,,,₹800
Dr. Aniruddh T Jagannath,"BDS, MDS - Prosthodontics",Neurosurgeon,19 years experience overall,"JP Nagar,",Bangalore,100%,59 Patient Stories,₹750
Dr. Harsha Hegde,"DGO, MBBS",Neurosurgeon,5 years experience overall,"Banashankari 6th Stage,",Bangalore,,,₹800
Dr. Satish Babu HV,"MBBS, DNB - Obstetrics & Gynecology",Neurosurgeon,31 years experience overall,"HRBR Layout,",Bangalore,100%,2 Patient Stories,₹1000
Dr. Sonam Duggal,"MBBS, MD - Obstetrics & Gynaecology",Dentist,13 years experience overall,"Uday Park,",Delhi,100%,21 Patient Stories,₹500
Dr. Aman Sachdev,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",Dentist,11 years experience overall,"Paschim Vihar,",Delhi,100%,13 Patient Stories,₹500
Dr. Poonam Yadav,"MBBS, MD - Obstetrics & Gynaecology, DGO",Dentist,9 years experience overall,"Dwarka,",Delhi,100%,99 Patient Stories,₹400
Dr. Karuna Bector  Arora,"MBBS, MD - Obstetrics & Gynaecology",Dentist,11 years experience overall,"Vasant Vihar,",Delhi,100%,13 Patient Stories,₹500
Dr. Chhavi Bajaj,"MBBS, MS - Obstetrics & Gynaecology",Dentist,6 years experience overall,"Dwarka Sector 3,",Delhi,100%,40 Patient Stories,₹350
Dr. Amandeep Singh Arora,"MBBS, DGO, DNB - Obstetrics & Gynecology, MRCOG(UK)",Dentist,8 years experience overall,"Vasant Vihar,",Delhi,99%,53 Patient Stories,₹500
Dr. Sumit Aggarwal,"MBBS, DGO, Fellow of Indian College of Obstetrics and Gynecology (FICOG)",Dentist,11 years experience overall,"Kamla Nagar,",Delhi,98%,52 Patient Stories,₹300
Dr. Anupam Sinha,"MBBS, MS - Obstetrics & Gynaecology",Dentist,20 years experience overall,"Greater Kailash Part 1,",Delhi,97%,59 Patient Stories,₹750
Dr. Surpreet Bhandari,"MBBS, MD - Pediatrics",Dentist,10 years experience overall,"Laxmi Nagar,",Delhi,100%,80 Patient Stories,₹500
Dr. Naina Chopra,"MBBS, MD - Pediatrics",Dentist,16 years experience overall,"Ramesh Nagar,",Delhi,100%,83 Patient Stories,₹600
Dr. Pannam Sharma,"MBBS, Diploma in Child Health (DCH)",Gynecologist/Obstetrician,15 years experience overall,"Punjabi Bagh,",Delhi,100%,191 Patient Stories,₹1000
Dr. Seema Roy,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",Gynecologist/Obstetrician,19 years experience overall,"Tilak Nagar,",Delhi,97%,35 Patient Stories,₹600
Dr. Shakti Bhan Khanna,"Fellow of the Royal College of Pediatrics and Child Health (UK), MBBS, Diploma in Child Health (DCH - UK)",Gynecologist/Obstetrician,58 years experience overall,"Sarita Vihar,",Delhi,100%,4 Patient Stories,₹2000
Dr. Sushma Sinha,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,36 years experience overall,"Sarita Vihar,",Delhi,100%,,₹2000
Dr. Harmeet Malhotra,"MBBS, DNB - Paediatrics, Post Doctoral fellowship in Pediatric Critical Care Medicine",Gynecologist/Obstetrician,46 years experience overall,"Sarita Vihar,",Delhi,79%,9 Patient Stories,₹2000
Dr. Ashima Gulia,"MBBS, MD - Pediatrics, DNB - Neonatology",Gynecologist/Obstetrician,15 years experience overall,"Malviya Nagar,",Delhi,100%,1 Patient Story,₹1100
Dr. Prof. Sadhana Kala,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,44 years experience overall,"Kalkaji,",Delhi,98%,213 Patient Stories,₹1500
Dr. Gayatri Bala Juneja,"MBBS, MD - Pediatrics, DNB - Neonatology",Gynecologist/Obstetrician,29 years experience overall,"Model Town,",Delhi,99%,87 Patient Stories,₹1500
Dr. Manju Aggarwal,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics",Gynecologist/Obstetrician,22 years experience overall,"Pitampura,",Delhi,100%,40 Patient Stories,₹800
Dr. Pratibha Gupta,"MBBS, Diploma in Orthopaedics",Gynecologist/Obstetrician,21 years experience overall,"Janakpuri,",Delhi,95%,380 Patient Stories,₹600
Dr. Amit Agarwal,"MBBS, MS - Orthopaedics",Pediatrician,16 years experience overall,"Malviya Nagar,",Delhi,100%,5 Patient Stories,₹1300
Dr. Ashutosh Marwah,"MBBS, MS - Orthopaedics",Pediatrician,24 years experience overall,"Sarita Vihar,",Delhi,100%,2 Patient Stories,₹1000
Dr. Avadesh Ahuja,"MBBS, MS - Orthopaedics",Pediatrician,15 years experience overall,"Greater Kailash Part 2,",Delhi,100%,5 Patient Stories,₹1100
Dr. Sunil Kumar Nakra,"MBBS, DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics",Pediatrician,43 years experience overall,"Malviya Nagar,",Delhi,75%,5 Patient Stories,₹1500
Dr. Surinder Kaur Arora,"MBBS, MS - Orthopaedics",Pediatrician,46 years experience overall,"Saket,",Delhi,100%,1 Patient Story,₹1200
Dr. Manish Malik,"MS - Orthopaedics, MBBS",Pediatrician,26 years experience overall,"Saket,",Delhi,100%,89 Patient Stories,₹1200
Dr. Vikram Gagneja,"MBBS, MS - Orthopaedics",Pediatrician,18 years experience overall,"Dwarka Sector 6,",Delhi,98%,20 Patient Stories,₹900
Dr. Naveen Gupta,"MBBS, DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics",Pediatrician,23 years experience overall,"Malviya Nagar,",Delhi,95%,34 Patient Stories,₹1500
Dr. Neeta Kejriwal,"MBBS, MD - Dermatology , Venereology & Leprosy",Pediatrician,24 years experience overall,"Dwarka Sector 6,",Delhi,100%,1 Patient Story,₹900
Dr. Anil Batra,"MBBS, Diploma in Dermatology",Pediatrician,22 years experience overall,"Malviya Nagar,",Delhi,95%,22 Patient Stories,₹1500
Dr. Anil Raheja,"MBBS, DVD, DNB - Dermatology & Venereology",Orthopedist,25 years experience overall,"Karol Bagh,",Delhi,78%,4 Patient Stories,₹1050
Dr. Satyanarain,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,18 years experience overall,"Shalimar Bagh,",Delhi,100%,2 Patient Stories,₹700
Dr. Vinod Sukhijha,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,47 years experience overall,"Sarita Vihar,",Delhi,100%,1 Patient Story,₹1500
Dr. Vivek Mittal,"MBBS, DDV",Orthopedist,29 years experience overall,"Pusa Road,",Delhi,100%,4 Patient Stories,₹1500
Dr. Havind Tandon,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,31 years experience overall,"Sarita Vihar,",Delhi,40%,4 Patient Stories,₹1500
Dr. Dhananjay Gupta,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",Orthopedist,28 years experience overall,"Vasant Kunj,",Delhi,75%,6 Patient Stories,₹1000
Dr. Chander Shekar,"MD - Dermatology , Venereology & Leprosy, MBBS",Orthopedist,42 years experience overall,"Sarita Vihar,",Delhi,100%,1 Patient Story,₹1500
Dr. Kaushal Kant Mishra,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,22 years experience overall,"Safdarjung Enclave,",Delhi,62%,10 Patient Stories,₹2000
Dr. Pankaj Walecha,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",Orthopedist,21 years experience overall,"Karol Bagh,",Delhi,100%,2 Patient Stories,₹1200
Dr. Sourabh Shah,"MPTh/MPT - Musculoskeletal Physiotherapy, DNHE, BPTh/BPT",Orthopedist,13 years experience overall,"Dwarka Sector 6,",Delhi,95%,18 Patient Stories,₹700
Dr. Jaishree Noor,BPTh/BPT,Dermatologist,18 years experience overall,"Vasant Vihar,",Delhi,97%,17 Patient Stories,₹1500
Dr. Sachin Maurya,"MBBS, DNB - Obstetrics & Gynecology",Dermatologist,14 years experience overall,"Okhla,",Delhi,89%,2 Patient Stories,₹1000
Dr. Neha Tandon,"MBBS, MS - Obstetrics & Gynaecology",Dermatologist,15 years experience overall,"Dwarka Sector 6,",Delhi,33%,2 Patient Stories,₹900
Dr. Sabitha Surisetti,"MD - Obstetrics & Gynaecology, MRCOG(UK), MBBS, DNB - Obstetrics & Gynecology",Dermatologist,20 years experience overall,"Defence Colony,",Delhi,,,₹1500
Dr. Sumaiyah Faizan,"MBBS, DNB - Obstetrics & Gynecology",Dermatologist,5 years experience overall,"CR Park,",Delhi,,,₹1000
Dr. Vivek Singh,"MBBS, DGO, DNB - Obstetrics & Gynecology",Dermatologist,13 years experience overall,"Burari,",Delhi,100%,58 Patient Stories,₹650
Dr. Sonia Mangal,"MBBS, MD - Obstetrics & Gynaecology",Dermatologist,13 years experience overall,"Panchsheel Park,",Delhi,96%,137 Patient Stories,₹1500
Dr. Nitin S Walia,"MBBS, DGO, MS - Obstetrics & Gynaecology",Dermatologist,36 years experience overall,"Panchsheel Park,",Delhi,96%,43 Patient Stories,₹1500
Dr. Rakesh,"MBBS, MD - Obstetrics & Gynaecology",Dermatologist,11 years experience overall,"Rohini,",Delhi,93%,89 Patient Stories,₹1000
Dr. Puneet Aggarwal,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",Dermatologist,20 years experience overall,"Krishna Nagar,",Delhi,91%,2 Patient Stories,₹700
Dr. Saakshi Dhingra   (Physiotherapist),"MBBS, DGO",Physiotherapist,16 years experience overall,"CR Park,",Delhi,99%,162 Patient Stories,₹700
Dr. Lochan Arora   (Physiotherapist),"MBBS, MS - Ophthalmology",Physiotherapist,13 years experience overall,"Gujranwala Town,",Delhi,96%,82 Patient Stories,₹400
Dr. Vimal Sharma   (Physiotherapist),"MBBS, MS - Ophthalmology",Physiotherapist,16 years experience overall,"Gulmohar Park,",Delhi,98%,53 Patient Stories,₹1500
Dr. Shilpi Sachdev,"MBBS, MS - Ophthalmology",Infertility Specialist,22 years experience overall,"Moti Nagar,",Delhi,98%,203 Patient Stories,₹1200
Dr. Jyoti Bali,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, MNAMS - Ophthalmology",Infertility Specialist,24 years experience overall,"Karol Bagh,",Delhi,97%,19 Patient Stories,₹500
Dr. Prerna Gupta,"MBBS, MS - Ophthalmology",Infertility Specialist,18 years experience overall,"Hauz Khas,",Delhi,98%,201 Patient Stories,₹1500
Dr. Shabnam,"MS - Ophthalmology, MBBS",Infertility Specialist,17 years experience overall,"Mehrauli,",Delhi,99%,246 Patient Stories,₹1500
Dr. Meenu Ahuja,"MBBS, MS - Ophthalmology",Infertility Specialist,21 years experience overall,"Lajpat Nagar,",Delhi,99%,122 Patient Stories,Free Consultation
Dr. Deepa Dureja,"MBBS, DNB - Ophthalmology",Infertility Specialist,35 years experience overall,"Greater Kailash Part 2,",Delhi,95%,45 Patient Stories,₹800
Dr. Garima Sharma,MBBS,Infertility Specialist,14 years experience overall,"Janakpuri,",Delhi,100%,1 Patient Story,₹800
Dr. Juhee Jain,"MBBS, MS - Ophthalmology",Infertility Specialist,37 years experience overall,"Mehrauli,",Delhi,93%,123 Patient Stories,₹800
Dr. Anjila Aneja,"MBBS, DPM (Psychiatry)",Infertility Specialist,30 years experience overall,"Greater Kailash Part 2,",Delhi,76%,14 Patient Stories,₹1500
Dr. Manisha Agrawal,"MBBS, M.D. (Psychiatry)",Infertility Specialist,14 years experience overall,"Rohini Sector 18,",Delhi,,,₹500
Dr. Aparna Gupta,"MBBS, MD - Medicine, DM - Cardiology",Ophthalmologist,23 years experience overall,"Panchsheel Park,",Delhi,85%,9 Patient Stories,₹1000
Dr. Kartikeya Sangal,"MBBS, MD - General Medicine, DNB - Cardiology, DM - Cardiology",Ophthalmologist,22 years experience overall,"Nehru Place,",Delhi,100%,1 Patient Story,₹1000
Dr. S.P. Chaudhary,"MBBS, MD - General Medicine, DM - Cardiology",Ophthalmologist,22 years experience overall,"Mayur Vihar Ph-II,",Delhi,96%,5 Patient Stories,₹800
Dr. Deepali Garg Mathur,"MBBS, MD - General Medicine, DNB - Cardiology, FNB - Interventional  Cardiology",Ophthalmologist,26 years experience overall,"Panchsheel Park,",Delhi,100%,1 Patient Story,₹1000
Dr. Pawan Gupta,"MBBS, MD - Medicine, DM - Cardiology",Ophthalmologist,22 years experience overall,"Laxmi Nagar,",Delhi,76%,10 Patient Stories,₹400
Dr. Surya Kant Jha,"MBBS, MD - General Medicine, DM - Cardiology",Ophthalmologist,18 years experience overall,"Malviya Nagar,",Delhi,100%,,₹600
Dr. Charu Mithal,"MBBS, MD - General Medicine, DNB - Cardiology",Ophthalmologist,21 years experience overall,"Panchsheel Park,",Delhi,82%,8 Patient Stories,₹1000
Dr. Aarti Surbhit Choudhry,"MBBS, MD - General Medicine, DM - Cardiology",Ophthalmologist,28 years experience overall,"Nehru Place,",Delhi,96%,294 Patient Stories,₹1000
Dr. Digvijay Singh,"MBBS, MD - Medicine, DM - Cardiology",Ophthalmologist,15 years experience overall,"Malviya Nagar,",Delhi,99%,113 Patient Stories,₹1100
Dr. Tarun Kapur,"MBBS, MD - General Medicine, DM - Cardiology",Ophthalmologist,24 years experience overall,"Panchsheel Park,",Delhi,90%,1 Patient Story,₹1000
Dr. Shiraz,BDS,Psychiatrist,16 years experience overall,"Okhla Industrial Estate,",Delhi,95%,37 Patient Stories,₹1500
Dr. Sonal Vermani,"BDS, MDS - Paedodontics And Preventive Dentistry",Psychiatrist,10 years experience overall,"Preet Vihar,",Delhi,100%,1 Patient Story,₹700
Dr. Naresh Kumar Goyal,BDS,Cardiologist,19 years experience overall,"Shalimar Bagh,",Delhi,100%,2 Patient Stories,₹1800
Dr. Subhash Chandra,BDS,Cardiologist,38 years experience overall,"Pusa Road,",Delhi,75%,3 Patient Stories,₹2000
Dr. Arif Wahab,"BDS, MDS - Conservative Dentistry & Endodontics",Cardiologist,17 years experience overall,"Sarita Vihar,",Delhi,100%,2 Patient Stories,₹2000
Dr. Rajendra Kumar Agarwal,BDS,Cardiologist,23 years experience overall,"Panchsheel Park,",Delhi,100%,1 Patient Story,₹1000
Dr. Rashi Khare,BDS,Cardiologist,16 years experience overall,"Shalimar Bagh,",Delhi,25%,4 Patient Stories,₹800
Dr. Samanjoy Mukherjee,"MDS - Oral & Maxillofacial Surgery, BDS",Cardiologist,31 years experience overall,"Dwarka Sector 6,",Delhi,,,₹1100
Dr. Vijay Kumar,"BDS, MDS - Conservative Dentistry & Endodontics",Cardiologist,30 years experience overall,"Okhla,",Delhi,75%,2 Patient Stories,₹1500
Dr. Devendra Kumar Agrawal,"BDS, Certificate of Oral Implantology, FICOI",Cardiologist,14 years experience overall,"Shalimar Bagh,",Delhi,100%,2 Patient Stories,₹1200
Dr. K K Saxena,"MS - Obstetrics & Gynaecology, MBBS",Cardiologist,42 years experience overall,"Sarita Vihar,",Delhi,100%,,₹2000
Dr. Prof Narendra Nath Khanna,"MBBS, DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology",Cardiologist,20 years experience overall,"Sarita Vihar,",Delhi,,,₹2500
Dr. Pankti Shah,"DGO, MBBS, DNB - Obstetrics & Gynecology",Dentist,10 years experience overall,"Kandivali West,",Mumbai,98%,52 Patient Stories,₹300
Dr. Nisha Jain,"MBBS, DGO, MD - Midwifery & Gynecology",Dentist,12 years experience overall,"Mazgaon,",Mumbai,95%,40 Patient Stories,₹500
Dr. Saba Rasool,"MBBS, MD - Obstetrics & Gynaecology, DGO",Dentist,22 years experience overall,"Andheri West,",Mumbai,100%,42 Patient Stories,₹1000
Dr. Anviti Puranik,"MBBS, DGO",Dentist,12 years experience overall,"Goregaon East,",Mumbai,99%,108 Patient Stories,₹500
Dr. Sanket Sheth,"MBBS, MD - Obstetrics & Gynaecology",Dentist,15 years experience overall,"Ghatkopar East,",Mumbai,99%,143 Patient Stories,₹500
Dr. Menaz Thakkar,"MBBS, MS - Obstetrics & Gynaecology",Dentist,13 years experience overall,"Chembur,",Mumbai,98%,82 Patient Stories,₹700
